traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,container_cpu_usage_seconds_total,container_memory_working_set_bytes,trace_length
ff3555e224a5776a,d626f93a6c304176,2022-07-13T10:45:00.000000,queryForStationId,ts-route-service,ts-route-service-7487b7b9-457v2,48daac128afe3826,ff3555e224a5776a,102597,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,7
ff3555e224a5776a,edadd7c2d5055fe5,2022-07-13T10:45:00.000000,queryForStationId,ts-config-service,ts-config-service-7d5798457d-kxl74,34c8bf09922b9445,ff3555e224a5776a,103177,200,ts-config-service,10.252.1.23:10250,94.999473947,326893568.0,5
ba17990206955345,0860c6773fef0f57,2022-07-13T10:45:00.000000,POST,ts-route-service,ts-route-service-7487b7b9-457v2,ba17990206955345,ba17990206955345,755535,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,2
ff3555e224a5776a,91d09ea73fde7617,2022-07-13T10:45:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,3435effb4d541c48,ff3555e224a5776a,10457,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,8
ff3555e224a5776a,75c0d27fc8e17399,2022-07-13T10:45:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-846988b9c6-hx5c2,fdb3025d17f55abc,ff3555e224a5776a,95715,200,ts-ticketinfo-service,10.252.1.22:10250,81.505261114,355848192.0,4
ba17990206955345,05b672e0c5b081a8,2022-07-13T10:45:00.000000,queryForTravel,ts-ticketinfo-service,ts-ticketinfo-service-846988b9c6-hx5c2,0860c6773fef0f57,ba17990206955345,755000,200,ts-ticketinfo-service,10.252.1.22:10250,81.505261114,355848192.0,3
58663a90e5c893c5,c0014f7cb8aed23e,2022-07-13T10:10:00.000000,GET,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,45ef457b5205dbae,58663a90e5c893c5,8908,200,ts-travel-service,10.252.1.21:10250,95.842189416,302157824.0,6
282da289dca8852b,a00609c71eb3a548,2022-07-13T10:15:00.000000,createAndModifyRoute,ts-route-service,ts-route-service-7487b7b9-457v2,dfbcf5be34e2269b,282da289dca8852b,14002,200,ts-route-service,10.252.1.22:10250,91.850128108,358371328.0,3
58663a90e5c893c5,83bd412c8829e76d,2022-07-13T10:10:00.000000,GET,ts-config-service,ts-config-service-7d5798457d-kxl74,58663a90e5c893c5,58663a90e5c893c5,285938,200,ts-config-service,10.252.1.23:10250,92.210613181,,2
ba17990206955345,6feac0fde15267cc,2022-07-13T10:45:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,ba17990206955345,ba17990206955345,87377,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,2
