traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,node_namespace_pod_container:container_memory_working_set_bytes,container_memory_working_set_bytes,container_cpu_usage_seconds_total,node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate
95d4d1573728611e,b38966a7727b6dbf,2022-07-11T13:10:00.000000,delete,ts-station-service,ts-station-service-59769fc4b9-vg4qh,3e0a12216f4ced4d,95d4d1573728611e,9836,200,ts-station-service,10.252.1.23:10250,317632512.0,317628416.0,103.263300748,0.0010523608666664094
3b1b3aa6824de3ce,986c590eaf4173db,2022-07-11T12:45:00.000000,queryForStationId,ts-price-service,ts-price-service-6bd49f6b8-tjf7j,99b597671fc37f39,3b1b3aa6824de3ce,8912,200,ts-price-service,10.252.1.23:10250,304992256.0,304996352.0,90.772571503,0.020988702766666735
39ac171c9bf396bf,06bb988284d5e44a,2022-07-11T13:10:00.000000,GET,ts-route-service,ts-route-service-5f4bbf4f76-85zcp,7edb8a8750c1411d,39ac171c9bf396bf,13649,200,ts-route-service,10.252.1.23:10250,324640768.0,324644864.0,105.117046335,0.001176640066666342
a2b9b196a33cad01,ba557cf7bf5366a2,2022-07-11T13:10:00.000000,GET,ts-travel-service,ts-travel-service-5f6894cd8f-lx5pn,880bd3ecac228925,a2b9b196a33cad01,15947,200,ts-travel-service,10.252.1.23:10250,340930560.0,340926464.0,109.017198535,0.001136976066666288
3b1b3aa6824de3ce,cc1bb69d1ca0d557,2022-07-11T12:45:00.000000,GET,ts-station-service,ts-station-service-59769fc4b9-vg4qh,6e24b4f1f854c9c6,3b1b3aa6824de3ce,103412,200,ts-station-service,10.252.1.23:10250,315289600.0,315281408.0,99.456024604,0.018033051366667035
ac36ab323e65e651,de0e324858eea42a,2022-07-11T12:45:00.000000,GET,ts-preserve-service,ts-preserve-service-77cc86f545-hdmpn,e61a7fbc5f69d6a2,ac36ab323e65e651,17954,200,ts-preserve-service,10.252.1.23:10250,315035648.0,315076608.0,82.359461261,0.010517037500000015
1eece01ef59a3508,b045c9baccc431b6,2022-07-11T12:40:00.000000,getTrainFoodOfTrip,ts-station-service,ts-station-service-59769fc4b9-vg4qh,dc37530b74a93e97,1eece01ef59a3508,372470,200,ts-station-service,10.252.1.23:10250,314716160.0,314712064.0,98.439265245,0.0011502420435231776
aca41a6e5bd34138,e6b2b74af04ba23d,2022-07-11T12:40:00.000000,queryById,ts-route-service,ts-route-service-5f4bbf4f76-85zcp,42a409b5676316f9,aca41a6e5bd34138,10773,200,ts-route-service,10.252.1.23:10250,321699840.0,321703936.0,99.856226802,0.0015411034425301812
d4ff0ceb29d4b2f0,0b91654b4f4881d2,2022-07-11T12:45:00.000000,GET,ts-preserve-service,ts-preserve-service-77cc86f545-hdmpn,753984c9492da417,d4ff0ceb29d4b2f0,101659,200,ts-preserve-service,10.252.1.23:10250,315035648.0,315076608.0,82.359461261,0.010517037500000015
3b1b3aa6824de3ce,e6b9405b4a60aaf8,2022-07-11T12:45:00.000000,createFoodOrder,ts-food-service,ts-food-service-5f6b667bb5-9wtdc,e2d5462f17147150,3b1b3aa6824de3ce,84810,200,ts-food-service,10.252.1.23:10250,317739008.0,317734912.0,89.870974451,0.0076912852333331705
39ac171c9bf396bf,a29d53e5b71e5a9f,2022-07-11T13:10:00.000000,createNewAssurance,ts-assurance-service,ts-assurance-service-6d7d9d9b8d-dh2x9,a1af098bf77e715d,39ac171c9bf396bf,11274,200,ts-assurance-service,10.252.1.23:10250,359665664.0,359665664.0,95.047599199,0.0010636322333335594
2dd72146e014554e,7617f171067eb972,2022-07-11T12:45:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-5897b7c677-wj22k,e0ac7c65abc1abb5,2dd72146e014554e,84901,200,ts-ticketinfo-service,10.252.1.23:10250,304807936.0,304812032.0,87.858652974,0.008780748000000452
272acb06905f8dfa,a1a89128b6686990,2022-07-11T12:55:00.000000,queryForTravel,ts-security-service,ts-security-service-56f94556cf-grrvm,639740901a7c6c24,272acb06905f8dfa,280142,200,ts-security-service,10.252.1.23:10250,314236928.0,314232832.0,88.641889942,0.002153763299999885
5336e4a31b0b8a99,4d1a7b7eb1d3f9d4,2022-07-11T13:15:00.000000,GET,ts-travel-service,ts-travel-service-5f6894cd8f-lx5pn,5336e4a31b0b8a99,5336e4a31b0b8a99,99417,200,ts-travel-service,10.252.1.23:10250,341258240.0,341258240.0,109.93867856,0.002209149772969835
1209b455bbde8aa3,1209b455bbde8aa3,2022-07-11T13:20:00.000000,getAllTrains,ts-station-service,ts-station-service-59769fc4b9-vg4qh,,,301300,200,ts-station-service,10.252.1.23:10250,324530176.0,324517888.0,108.873532476,0.008214797900000312
0825a8d064cc6d55,0825a8d064cc6d55,2022-07-11T13:15:00.000000,getAllAssuranceType,ts-order-other-service,ts-order-other-service-5c864785f8-hzn6r,,,8682,200,ts-order-other-service,10.252.1.23:10250,324390912.0,324390912.0,99.096326655,0.009279605635683792
dcd41ba12cad1d24,986a09954bdfb05b,2022-07-11T12:50:00.000000,POST,ts-basic-service,ts-basic-service-7fb9b4c7d7-xtctw,777406769ba94896,dcd41ba12cad1d24,418593,200,ts-basic-service,10.252.1.23:10250,335646720.0,335872000.0,89.423816414,0.007876176650998708
bbaedcef3138c06c,1579e9066589eda2,2022-07-11T12:40:00.000000,POST,ts-route-service,ts-route-service-5f4bbf4f76-85zcp,bbaedcef3138c06c,bbaedcef3138c06c,1100626,200,ts-route-service,10.252.1.23:10250,321699840.0,321703936.0,99.856226802,0.0015411034425301812
11c0ae4228627a7a,d07d5bf20659a557,2022-07-11T13:15:00.000000,queryForStationId,ts-station-service,ts-station-service-59769fc4b9-vg4qh,44b3fec56700e1d6,11c0ae4228627a7a,20045,200,ts-station-service,10.252.1.23:10250,318136320.0,318189568.0,104.223948149,0.0009607416866987543
aca41a6e5bd34138,14db53ff62f176c6,2022-07-11T12:40:00.000000,GET,ts-travel-service,ts-travel-service-5f6894cd8f-lx5pn,aca41a6e5bd34138,aca41a6e5bd34138,79654,200,ts-travel-service,10.252.1.23:10250,337641472.0,337641472.0,102.476219715,0.0017045280434564178
187fe133e8238d80,cb95d3f536effcfc,2022-07-11T13:15:00.000000,GET,ts-cancel-service,ts-cancel-service-78f8dd6875-l7lbh,187fe133e8238d80,187fe133e8238d80,10878,200,ts-cancel-service,10.252.1.23:10250,295272448.0,295272448.0,80.118674587,0.0011008541332796164
3b1b3aa6824de3ce,f6b4fd2d56194287,2022-07-11T12:45:00.000000,GET,ts-ticketinfo-service,ts-ticketinfo-service-5897b7c677-wj22k,bdd58331a0dd0e70,3b1b3aa6824de3ce,9132,200,ts-ticketinfo-service,10.252.1.23:10250,304807936.0,304812032.0,87.858652974,0.008780748000000452
3b1b3aa6824de3ce,115a24146dff82f4,2022-07-11T12:45:00.000000,GET,ts-config-service,ts-config-service-759c9f6d8c-kr6cg,b79d7d6bf4e886a1,3b1b3aa6824de3ce,27903,200,ts-config-service,10.252.1.23:10250,356384768.0,356536320.0,96.872130027,0.004075259233333383
3b1b3aa6824de3ce,37bd69152c558f28,2022-07-11T12:45:00.000000,queryForStationId,ts-price-service,ts-price-service-6bd49f6b8-tjf7j,3495c7581fa17ec3,3b1b3aa6824de3ce,5773,200,ts-price-service,10.252.1.23:10250,304992256.0,304996352.0,90.772571503,0.020988702766666735
